policy_id,policy_name,summary,district,source,detail_url,정책 유형,주관 기관,정책 소개,지원 내용,사업운영기간,사업신청기간,지원규모,관련 사이트,연령,학력,전공요건,취업상태,특화분야 요건,추가단서 사항,참여제한 대상,신청절차,심사 및 발표,제출서류,신청 사이트,기타사항,운영기관,참고 사이트 Ⅰ,참고 사이트 Ⅱ
V202500011,2025 청년 부상 제대군인 상담센터 운영,"군 복무 중 부상을 입고 제대한 청년 군인들이 합당한 대우와 보상을 받을 수 있도록 도와주고 
사회 진출의 발판을 마련해 드리는 원스톱 지원 센터로 2022년 3월 개소하여 운영 중입니다.",,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=V202500011&tabKind=001,복지.문화,서울시,"군 복무 중 부상을 입고 제대한 청년 군인들이 합당한 대우와 보상을 받을 수 있도록 도와주고
사회 진출의 발판을 마련해 드리는 원스톱 지원 센터로 2022년 3월 개소하여 운영 중입니다.","법률 상담 및 자문
- 국가보훈대상자 등록 신청 지원
- 요건 심사, 상이등급 조정 지원
- 행정심판, 행정소송 등 소송 지원
심리상담, 자조모임 지원
- 1대1 개인 심리상담(10회기), 자조모임(10회기) 제공 ※청년 부상제대군인 직계가족 포함
취업ㆍ창업 지원
- 정부, 서울시, 보훈처, 제대군인센터 취업ㆍ창업 프로그램 맞춤형 연계
보훈 선양 콘텐츠 제작 및 행사 개최
- 2023년 '연평도 포격전 연극 상연회', '호국보훈의 달 행사', '학술 심포지엄' 예정",2025,2025,"2,000여명  ※ 청년 보훈대상자 기준",,서울시에 거주하고 있는 만 19세 ~ 만 39세 청년 부상제대군인 및 직계가족,,,,,,,,,,,"전화(서울특별시 청년부상제대군인상담센터) : ☎ 02-6354-2030, 2031
이메일: wvsckorea@gmail.com",서울시,,
V202500026,2025 서울 청년수당,"ㅇ 서울에 거주하고 있는 만 19세~34세 미취업 또는 단기 근로 청년에게 활동지원금(월 50만원 최대 6개월)을 지급하고, 강점진단 종합지원, 멘토링, 취업지원 프로그램 제공 등 청년 니즈에 맞게 프로그램 연계를 지속 지원하는 사업",,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=V202500026&tabKind=001,복지.문화,서울특별시 청년사업담당관,"ㅇ 서울에 거주하고 있는 만 19세~34세 미취업 또는 단기 근로 청년에게 활동지원금(월 50만원 최대 6개월)을 지급하고, 강점진단 종합지원, 멘토링, 취업지원 프로그램 제공 등 청년 니즈에 맞게 프로그램 연계를 지속 지원하는 사업",ㅇ 미취업 청년이 진로 탐색 및 목표 달성에 집중할 수 있도록 금전적 지원과 성장 지원을 통해 사회안전망 제공,,2025. 3. 6.(목) 10:00 ~ 2025. 3. 13.(목) 20:00,만19~34세 최종학력 졸업 이후 미취업 청년 2만여 명,,만19세~34세 (출생일이 1990년 3월 1일~2006년 3월 31일인 자),,,"미취업자만 신청가능 단, 주30시간 이하 또는 3개월 이하 단기근로자 신청 가능",,,,,,,https://youth.seoul.go.kr/youthConts.do?key=2310100061&sc_pbancSeCd=012&sc_bbsStngSn=2212200001&sc_bbsCtgrySn=2310200011&sc_qnaCtgryCd=004&sc_faqCtgryCd=005,,서울특별시,https://youth.seoul.go.kr,
V202500010,2025 서울시 가족돌봄청년 지원사업,"가족돌봄청년 상황에 맞는 맞춤형 자원 안내 및 연결
생활비, 병원비, 주거비, 학습비, 문화활동 참여 기회 등(별도 공고를 통해 신청자격, 기한, 지원내용 안내)",,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=V202500010&tabKind=001,복지.문화,서울시,"가족돌봄청년 상황에 맞는 맞춤형 자원 안내 및 연결
생활비, 병원비, 주거비, 학습비, 문화활동 참여 기회 등(별도 공고를 통해 신청자격, 기한, 지원내용 안내)","ㅇ 가족돌봄이라는 막중한 책임을 지고 있는 가족돌봄청년들의 돌봄부담을 경감하고 본인의 미래를 준비할 수 있도록 지원
· 가족돌봄청년의 부담을 덜 수 있도록 상황에 맞는 자원을 연결.
- 청년의 상황에 필요한 정보나 정책 안내
- 새로운 정보 알림 및 프로그램 참여
- 후원자원 연계
· 생활비
· 병원비, 수술비, 간병비
· 주거비(집세)와 주거 지원
· 학습비, 교재비
· 문화활동 참여 기회(불꽃축제, 야구경기 등)",상시,운영시간 : 평일(월~금) 09:00~18:00,연 6억 5천만원(※ 매년 자원규모에 따라 상이),,만 9~39세,,,,,"민법상 가족이 장애, 정신 신체의 질병이 있고, 본인이 가족 돌봄(가사, 간병 등) 또는 가족의 생계를 책임(전부 또는 일부)지고 있으며, 가족 돌봄으로 인해 경제적 어려움, 개인생활의 제한, 학업 또는 생계활동 유지의 어려움, 문화 여가활동의 제한 등을 겪는 경우",,"1. 가족돌봄정보 등록(온라인)
: 서울복지포털 > 신청서비스 > 가족돌봄청년 지원 > 가족돌봄정보 등록
- 개인정보 수집·이용·제공 동의, 기본정보 및 가족돌봄정보 기재, 증빙서류 제출
※ 간편인증이 어려운 9~13세 가족돌봄청소년 또는 유관기관(동주민센터, 학교, 병원 등) 대상자 의뢰의 경우, 서울시복지재단 가족돌봄청년지원팀으로 문의(02-6353-0336~9)
2. 등록 정보 확인 후 개별 맞춤형 정책 안내 및 정보 제공
3. 후원 자원연계 및 역량강화 프로그램 등은 해당 사업 공고 일정에 따라 별도 신청 필요",,"필요 시 주민등록등본, 가족관계증명서, 돌봄대상자 장애인증명서또는 진단서 등",https://wis.seoul.go.kr/was/fmc/FamilyCareInfo.do?tabNo=4,"서울시 가족돌봄청년 지원 전담기구
- 운영시간 : 평일(월~금) 9:00~18:00
- 장소 : 서울시 동작구 현충로 75, 6층 서울시복지재단 흑석동 별관
- 문의방법 : 전화(02-6353-0336-9)",서울시복지재단,https://www.welfare.seoul.kr/web/contents/business1-3-8.do?schM=view&id=8412,"ㅇ 카톡 채널 서울시가족돌봄청년지원WAY,  / 인스타그램 @youngcarer_seoul"
V202500009,2025 서울시 고립 은둔청년 지원사업,"고립은둔 상황에 처해있는 청년들이 삶의 활력과 동기를 얻어, 사회로 안전하게 복귀할 수 있도록 심리상담 및 맞춤 프로그램 등을 제공하는 사업입니다.",,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=V202500009&tabKind=001,복지.문화,서울시,"고립은둔 상황에 처해있는 청년들이 삶의 활력과 동기를 얻어, 사회로 안전하게 복귀할 수 있도록 심리상담 및 맞춤 프로그램 등을 제공하는 사업입니다.","- 개인 심리정서적 어려움에 대한 심리지원 및 마음건강 정책 연계 지원
- 사회복귀 지원을 위한 진로탐색/취업역량강화 프로그램
- 고립상태 해소를 위한 대인관계역량 강화, 활동형 및 체험형 프로그램
- 온라인 상호작용 프로그램, 생활습관 형성, 공동생활 및 방문상담(소규모 인원)
- 부모교육 및 멘토양성 교육(별도 모집 예정)",2025. 1. 1 ~,2025. 1. 1 ~ (상시),2000명,,서울 거주 만19~39세 고립은둔청년 및 가족(1985년 1월 1일 ~ 2006년 12월 31일 출생),제한없음,제한없음,제한없음,제한없음,,,"① 청년몽땅정보통(https://youth.seoul.go.kr) 로그인
② 포털 상단 [금융복지] → [복지 지원] → [고립은둔청년 지원]
③ 신청자격 자가 확인 → 개인정보 활용 동의 → 신청서 작성(기본정보 등록) → 설문 작성(URL 클릭) → 신청 완료 → 개별 면접
※ 설문 미이행 시 사업참여가 어려울 수 있습니다.
④ 개별 면접 결과에 따라 선정 여부 결정",공고 참조,공고 참조,https://youth.seoul.go.kr/youthConts.do?key=2310100062&sc_pbancSeCd=008&sc_bbsStngSn=2212200001&sc_bbsCtgrySn=2310200007&sc_qnaCtgryCd=&sc_faqCtgryCd=013,문의전화 (전담기관 02-6953-2520),서울청년기지개센터,,
V202500036,2025 청년 부동산 중개보수 및 이사비 지원사업,이사가 잦은 청년가구의 주거비 부담을 완화하고 생활 안전망을 강화하기 위한 사업,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=V202500036&tabKind=001,주거,서울특별시 청년사업담당관,이사가 잦은 청년가구의 주거비 부담을 완화하고 생활 안전망을 강화하기 위한 사업,"ㅇ 지원금액 : 최대 40만원 한도 내 실비 지원 (생애 1회)
ㅇ 지원내용 : 부동산 중개보수 및 이사비용.
* 부동산 중개보수 및 이사비 중 한 가지만 신청도 가능",,2025.8.12.(화) 10:00 ~ 2025.8.25.(월) 18:00,"총 10,000명
※ 상반기 6,000명, 하반기 4,000명",,서울로 전입 또는 서울 내에서 이사한 19~39세 청년,,,,,"ㅇ 선정방법 : 사회적 약자 및 주거취약청년 우선 선발 후 소득 낮은 순 선정
ㅇ 지급방법 : 개인별 계좌 입금","ㅇ ’22.1.1.이후 서울시로 전입 또는 서울시 내에서 이사 후 市 혹은 타 기관(중앙부처, 자치구 등)에서 부동산 중개보수 및 이사비 지원받은 사람
ㅇ 부모 소유 주택에 임차하는 경우
ㅇ 국민기초생활수급자 중 생계·의료·주거급여 수급자
ㅇ 기타 사업 취지에 부합하지 않다고 판단되는 경우",ㅇ 청년몽땅정보통(youth.seoul.go.kr) 온라인 신청,"ㅇ 서류심사 결과 : 2025년 10월 중순 (예정)
- 서류심사 결과 통보일로부터 10일 이내 이의신청 및 소명·보완자료 제출 가능
ㅇ 최종심사 결과 : 2025년 11월 말 (예정)
ㅇ 지원금 지급 : 2025년 12월 초 (예정)",* 공고문 참고,https://youth.seoul.go.kr/youthConts.do?key=2310100044&sc_pbancSeCd=015&sc_bbsStngSn=2212200001&sc_bbsCtgrySn=2310200013&sc_qnaCtgryCd=002&sc_faqCtgryCd=003,"ㅇ 선정 결과: 청년몽땅정보통 마이페이지 및 신청자 개별 문자 안내
ㅇ 기타 문의: 청년 부동산 중개보수 및 이사비 지원사업 콜센터 ☎ 1877-9358",서울특별시 청년사업담당관,https://youth.seoul.go.kr/youthConts.do?key=2310100044&sc_detailAt=&pageIndex=1&orderBy=regYmd+desc&tabKind=200&pwKind=&sc_pbancSe=&sc_pbancSeCd=015&sc_bbsStngSn=2212200001&sc_bbsCtgrySn=2310200013&sc_pstSn=0&sc_rvwSn=0&sc_userId=&sc_ntcPstYn=&sc_delYn=&sc_ctgry=&useYn=&sc_faqCtgryCd=003&sc_qnaCtgryCd=002&sc_plcyQnaSn=0&sc_myPstYn=&recordCountPerPage=10,
V202500008,2025 청년내일저축계좌 (근로능력 있는 수급자의 탈수급 지원),저소득 근로 청년들이 안정되고 구체적인 미래 계획을 수립할 수 있도록 재정적 지원을 통한 자립의욕 고취 및 빈곤층 전락을 방지를 위한 자산형성지원 정책,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=V202500008&tabKind=001,복지.문화,복지정책실 복지기획관 자활지원과 자활사업팀,저소득 근로 청년들이 안정되고 구체적인 미래 계획을 수립할 수 있도록 재정적 지원을 통한 자립의욕 고취 및 빈곤층 전락을 방지를 위한 자산형성지원 정책,"연령소득기준가구소득 3가지를 모두 총족한 청년을 지원합니다.
ㅇ (가입연령)
- 신청 당시 만 19세~만 34세
※ 신청 월의 전월에 만 19세가 된 자 ~ 신청 월에 만 35세가 되는 자
- 단, 수급자차상위자기준 중위소득 50%이하자는 만 15세~만 39세까지 허용
※ 신청 월의 전월에 만 15세가 된 자 ~ 신청 월에 만 40세가 되는 자
ㅇ (근로사업소득)현재 근로활동 중이며,근로사업소득이 월 50만원 초과～월 250만원 이하
※ 단, 기초생활수급자차상위계층기준 중위소득 50%이하 자는 현재 근로활동 중이며 근로,사업소득이 월10만원 이상 발생
ㅇ (가구소득) 소득인정액 기준 중위소득 100% 이하",2025,2025.05.02(금) ~ 2025.05.21.(수) 23:59:59,"43,412명 지원(차상위 이하 24,354 차상위 초과 19,058)",,만 15~39세,졔한없음,졔한없음,졔한없음,,,,- 복지로 홈페이지(www.bokjiro.go.kr) 온라인 접수 또는 동주민센터 방문접수,,,https://www.bokjiro.go.kr,"- 자산형성지원 콜센터 ☎1522-3690
- 보건복지상담센터 ☎129",자치구,,
V202500024,2025 청년 몽땅 정보통 운영,"- 청년 몽땅 정보통 AI 맞춤형 서비스, 정책쇼핑, 선제적 청년정책 전달",,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=V202500024&tabKind=001,참여.권리,청년정책담당관,"- 청년 몽땅 정보통 AI 맞춤형 서비스, 정책쇼핑, 선제적 청년정책 전달","- 중앙정부와 지자체별 칸막이로 관리되는 청년정책 정보 통합 추진
- 중앙정부, 서울시 등 모든 청년정책 연계, 통합검색 기반 구축
- 개인별 맞춤정보 검색 및 적기에 선제적 제공을 통해 청년참여 확대",2025-01-01 ~ 2025-12-31,-,-,,제한없음,제한없음,제한없음,제한없음,제한없음,,,,,,,,서울시,,
V202500007,기후동행카드(청년할인 서비스),청년의 사회진출 지원 및 생활안정을 목적으로 청년할인 대상(만 19~39세)에게 기후동행카드 정기권의 할인 제공,,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=V202500007&tabKind=001,복지.문화,서울시,청년의 사회진출 지원 및 생활안정을 목적으로 청년할인 대상(만 19~39세)에게 기후동행카드 정기권의 할인 제공,청년의 사회진출 지원 및 생활안정을 목적으로 청년할인 대상(만 19~39세)에게 기후동행카드 정기권의 할인 제공,2025,2025,25만명,,만 19~39세,,,,,,,,,,,,"서울특별시, ㈜티머니",,
V202500023,2025 서울광역청년센터 운영,"ㅇ 서울청년센터 안정적 운영지원, 청년수당 등 주요 시책사업 추진 및 청년 사회안전망 구축 등 서울시 청년정책 집행·전달의 종합 컨트롤타워 기능 수행",,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=V202500023&tabKind=001,참여.권리,청년사업담당관,"ㅇ 서울청년센터 안정적 운영지원, 청년수당 등 주요 시책사업 추진 및 청년 사회안전망 구축 등 서울시 청년정책 집행·전달의 종합 컨트롤타워 기능 수행","ㅇ 지역청년센터의 컨트롤타워로서 광역센터 기능 수행
ㅇ 고립, 은둔, 취약계층 청년의 사회진입 지원과 이를 위한 지역자원 발굴 및 연계
ㅇ 청년 마음건강 지원사업 등 청년 활력 프로그램 고도화
ㅇ 시책사업 연계 등 청년정책 전달체계로서 기능 강화",,-,-,,19세 ~ 39세,,,,,,,,,,,,,https://www.smyc.kr/,
V202500006,2025 대학생 마약류 오남용 예방교육 등 운영,"청년층(대학생)의 마약류 오남용이 급증함에 따라 대학생 중심의 
예방교육 등을 통하여 경각심을 고취하고 오남용을 감소시키고자 함",,서울시,https://youth.seoul.go.kr/infoData/plcyInfo/view.do?plcyBizId=V202500006&tabKind=001,복지.문화,서울시,"청년층(대학생)의 마약류 오남용이 급증함에 따라 대학생 중심의
예방교육 등을 통하여 경각심을 고취하고 오남용을 감소시키고자 함","ㅇ 마약류 중독 회복자 및 전문가 활용, 마약류 예방 특강 등 지원
- 대학 요청 시 대학 상황에 따른 맞춤형 특강 제공 지원
- 마약류 중독 회복자의 경험담을 통하여 누구나 마약류의 위험에 노출될 수 있음을 안내하고 어떻게 극복했는지 사례 공유
ㅇ 마약류 예방교육 영상 제작 및 교육 실시
- 마약류 중독의 위험성 및 폐해를 알리는 영상 제작
- 대학교에 배포하여 각종 행사 등에서 교육
ㅇ 대학생 또래 리더(드러그 키퍼) 양성 및 활동
- 대학별 또래 리더 선발 및 교육 실시
- 또래 리더 주관 1:1 대학생(또래)교육
- 또래 리더 주관 온·오프라인 마약류 오남용 예방 홍보- 180 -
- 또래 대학생 중 위험군 발굴 및 상담센터 등 연계",2025,2025,5000명,,만 19~39세,서울 소재 대학에 재학 중인 대학생,제한없음,,,,,,,,,"ㅇ 추진 체계 : 서울시-대학 업무협약 체결을 통한 사업추진
- 서울시 : 예방 교육 영상물 제공, 또래 리더 양성 및 활동 추진
홍보물 제작·배부, 마약류 중독 예방 특강 지원,
상담센터 직원 대상 가이드라인 및 역량강화교육 실시- 179 -
- 대 학 : 마약류 예방 교육 및 캠페인 실시, 또래 리더 양성
대학 내 상담센터 마약류 중독 대응기능 강화",서울시,,
